ID,PRODUTO,CATEGORIA PRODUTO,QTDE,VALOR,DESCONTO,TOTAL,LOJA,VENDEDOR,CLIENTE,SEXO,ESTADO CIVIL,DATA,PERIODO,MES
217,A,NH,3,166,0.01,493.02,IVWH,RGUHN,AMRLSR UPLCIEBU,m,-,2019-02-20,2019-02,2
218,Y,IF,6,254,0.02,1493.52,HETS,HETYD,HZUWUO WRYPLUPF,-,c,2019-11-23,2019-11,11
219,P,JQ,6,257,0.02,1511.16,WMZB,MRAOW,FLOPQE RORAXFEZ,-,s,2019-12-14,2019-12,12
220,C,OM,8,208,0.0,1664.0,BCZQ,SUIQB,QOEUBZ WZVEXPBW,-,-,2019-12-13,2019-12,12
221,R,UY,6,159,0.0,954.0,GGFH,VVYLX,UASVDZ VRDBRKBH,a,-,2019-11-01,2019-11,11
222,R,CN,9,155,0.0,1395.0,DPWE,AKNSR,WZQOQP XKSKAODD,-,c,2019-03-27,2019-03,3
223,B,LD,6,198,0.01,1176.12,JHOQ,WBTFO,IXYXXE ADXUVOTP,-,d,2019-09-28,2019-09,9
224,K,LM,6,156,0.03,907.92,PQIF,BKTQV,DRJBYK RLIFOXMG,f,-,2019-04-04,2019-04,4
225,L,MT,9,210,0.02,1852.2,WMIY,MKKFI,VCDPHZ DSZPIUDI,f,c,2019-10-22,2019-10,10
226,L,JT,2,275,0.03,533.5,GSZU,FLTYH,VPKYZM ARLDKREU,m,d,2019-09-04,2019-09,9
227,H,UI,4,297,0.01,1176.12,MIJE,HSZDN,PYMNJQ UPRMVSHN,a,c,2019-03-19,2019-03,3
228,A,KX,1,166,0.02,162.68,RGAN,UAPNN,LETJIP NHSLOJPI,-,c,2019-08-10,2019-08,8
229,Q,YM,2,192,0.0,384.0,MHBU,XNOVB,JZRQXB WFWCAVZG,a,d,2019-02-01,2019-02,2
230,N,XH,1,255,0.04,244.8,QHHA,TXUMN,NPBZWE DMFMYVBD,f,s,2019-08-24,2019-08,8
231,I,CA,7,182,0.03,1235.78,TKLX,SZNSH,AFEYJT RXFHPJFV,m,-,2019-02-22,2019-02,2
232,N,ZZ,3,243,0.02,714.42,TERY,DGUFM,TVTRJD HSZRYSJQ,a,d,2019-10-06,2019-10,10
233,C,YA,8,287,0.02,2250.08,ZVKW,OLHFJ,YNOJDS GHDGVWLD,m,d,2019-02-28,2019-02,2
234,Z,CG,3,283,0.04,815.04,NILV,GCUXZ,DBOWOF VMXUILNF,m,c,2019-04-16,2019-04,4
235,I,JQ,7,236,0.01,1635.48,MRQJ,CXGCH,YNVWRX LNEAGDSH,m,-,2019-06-29,2019-06,6
236,U,WP,5,225,0.03,1091.25,JTEY,MZEXZ,UKAMYQ QUVTKWOM,f,c,2019-11-18,2019-11,11
237,J,LX,3,203,0.0,609.0,CGCW,TMGDD,EOLQIS ICYDKLCL,m,s,2019-06-01,2019-06,6
238,C,MY,1,219,0.03,212.43,MXUM,FTQQH,CGJJGE YSINSZOM,m,d,2019-12-22,2019-12,12
239,S,NX,6,212,0.02,1246.56,TJUP,TUXDO,WOGZAL ZEXPPPPD,-,-,2019-01-25,2019-01,1
240,K,ZY,8,279,0.03,2165.04,DAJL,BVNTK,UJGWGK GPNRRFRW,a,s,2019-03-01,2019-03,3
241,I,HT,7,265,0.03,1799.35,UBTI,FOKVR,SYUZYV TARZAOJE,m,c,2019-10-01,2019-10,10
242,J,EY,7,185,0.01,1282.05,PTER,IVLRT,VZHPBN RINIVHUN,-,-,2019-07-13,2019-07,7
243,X,EP,1,204,0.02,199.92,CTFK,ZAAND,EMBOIP QLGKNKSC,-,s,2019-05-03,2019-05,5
244,B,FO,6,175,0.02,1029.0,ESLC,PJAES,VTHPFA ZYITZFJH,a,d,2019-04-05,2019-04,4
245,Y,IS,2,182,0.03,353.08,EPNX,CBVEK,JSZFYF OIWFYYUJ,-,d,2019-02-07,2019-02,2
246,E,UE,1,255,0.03,247.35,NYBL,QFJBP,QUSLXJ JPZVJULG,f,d,2019-01-27,2019-01,1
247,E,FW,5,210,0.02,1029.0,EJCC,FLXMQ,WYCNQN LJDCORXV,m,d,2019-02-16,2019-02,2
248,K,JN,5,181,0.02,886.9,JKAQ,NZXGO,KEYSLF ARZGTHSZ,-,c,2019-04-17,2019-04,4
249,G,XQ,8,194,0.0,1552.0,EGVQ,OCEOU,LKYJTO XEZADJWY,f,d,2019-07-01,2019-07,7
250,L,SP,1,152,0.04,145.92,VMBS,HRINI,VRTSRK JCTCMJGW,a,d,2019-01-02,2019-01,1
251,P,VQ,5,298,0.04,1430.4,GONT,FHTXV,RXKVWM SXDWJGPY,-,d,2019-06-14,2019-06,6
252,O,LD,4,181,0.0,724.0,WBRL,PDURC,KZNGQA RQIHDMUL,a,-,2019-10-31,2019-10,10
253,G,KP,2,289,0.01,572.22,VUDD,MTVRI,SJRYSX MQXDPBNR,f,-,2019-01-03,2019-01,1
254,H,CR,3,196,0.0,588.0,RRUC,WLCQF,RQCEWH WDGJXZKD,a,c,2019-11-22,2019-11,11
255,N,NO,6,158,0.0,948.0,BBFP,KBTBY,KRQWQT KSSPIEAU,-,s,2019-10-25,2019-10,10
256,F,JO,5,266,0.01,1316.7,INJR,NNKOQ,JTSDHT ZLLFKYCP,-,-,2019-12-07,2019-12,12
257,D,AG,4,224,0.03,869.12,HDNH,LNSCR,YKKQMT YEFRPSKE,-,c,2019-09-05,2019-09,9
258,Y,UN,9,249,0.0,2241.0,MLAV,YMKRE,KADLLO MKDENXEF,-,d,2019-06-09,2019-06,6
259,N,VE,9,164,0.0,1476.0,JHLW,AJNMO,GJGOPN TNGIZXQM,-,c,2019-12-12,2019-12,12
260,P,NF,3,266,0.03,774.06,MUEY,KXUQP,XCDIXV TXALISNM,-,d,2019-01-21,2019-01,1
261,L,GB,6,157,0.01,932.58,AXVS,NQODM,JIGAGO FHDSJKKX,-,-,2019-12-10,2019-12,12
262,J,QQ,5,215,0.01,1064.25,UGRF,UJCXO,MRPFJU XSXJAXFG,m,c,2019-08-30,2019-08,8
263,H,TY,5,219,0.02,1073.1,PWFN,VCUCI,VHEWWU QRGZHAKU,f,d,2019-05-17,2019-05,5
264,G,TO,9,165,0.04,1425.6,ZQRO,HXRRQ,MPLDNY IUWFDQZC,-,-,2019-10-27,2019-10,10
265,K,QK,7,235,0.03,1595.65,RRVG,XSCLH,QYSFQA LGYBKZEX,a,s,2019-10-23,2019-10,10
266,F,ME,9,166,0.0,1494.0,WUCS,VDNXV,WFFZKF KMAFYYTX,a,d,2019-10-05,2019-10,10
267,I,KM,5,285,0.0,1425.0,OSOQ,LXKCP,AYQKRY WCODIRSO,-,-,2019-07-06,2019-07,7
268,K,AO,8,200,0.03,1552.0,AXJX,QNLMX,UYADLM UPOOFVXH,m,s,2019-10-20,2019-10,10
269,S,TC,3,252,0.04,725.76,KRJC,PTCGM,MEAYFL VBHEIIQD,m,-,2019-11-13,2019-11,11
270,A,QB,1,231,0.02,226.38,GSXW,LGOWR,OHHCMB BPMFZTUV,f,s,2019-07-22,2019-07,7
271,P,JB,9,203,0.04,1753.92,EUGQ,TWOEW,ZPXXYQ MHVTVDIS,-,c,2019-10-21,2019-10,10
272,X,XX,9,295,0.01,2628.45,HBZU,ZEFPR,TIWPCC AKROSVRQ,a,s,2019-09-14,2019-09,9
273,S,AX,8,189,0.02,1481.76,HDZA,JDVWC,JVMQEJ APZVMDRQ,a,c,2019-04-17,2019-04,4
274,T,MQ,7,259,0.03,1758.61,VDRQ,YQXVF,UGIGIM FKSXZPGW,m,c,2019-08-20,2019-08,8
275,O,NX,2,162,0.0,324.0,MSJF,GKCPY,HXLUVA DEDNLMRQ,m,c,2019-08-21,2019-08,8
276,Y,NV,1,289,0.02,283.22,ZILI,NVPRH,PVLNTT XFFQYOII,m,s,2019-05-29,2019-05,5
277,L,US,6,193,0.04,1111.68,GSLH,JAWXO,XNRMAW DJZEIRIZ,f,s,2019-04-18,2019-04,4
278,T,IO,8,263,0.0,2104.0,OFCU,EJAUX,DIWDFK KCUMXZLG,a,d,2019-12-25,2019-12,12
279,S,BQ,2,190,0.02,372.4,GQAP,CLGDD,NSBUVH ZPRGZLKY,a,s,2019-05-30,2019-05,5
280,J,TD,1,255,0.01,252.45,MMKJ,BMMQY,NFNMWH SHBWJGDE,m,d,2019-01-12,2019-01,1
281,A,PU,7,220,0.01,1524.6,OEPI,TCHZH,UYMGBW QTRPDOPL,f,c,2019-11-01,2019-11,11
282,F,LE,4,244,0.04,936.96,ICYS,OLPMN,NOBFLU FPSGCOIT,f,-,2019-01-29,2019-01,1
283,Z,UK,4,168,0.04,645.12,DUYE,AXPVE,AGMASU PQKUMSSV,m,c,2019-11-23,2019-11,11
284,Q,PW,4,230,0.0,920.0,EQHU,MITUO,JVNLBE RCHWJFZB,a,s,2019-10-09,2019-10,10
285,G,RJ,6,171,0.03,995.22,IJAZ,PFOUY,IBSEPM BZRODHSQ,a,c,2019-03-25,2019-03,3
286,I,DK,7,244,0.02,1673.84,LQTY,DIOOT,EHUONJ QFVIXDEJ,f,c,2019-07-05,2019-07,7
287,F,CL,6,170,0.02,999.6,LXWB,RSVXY,ONAGZT CJXBZZPX,a,s,2019-11-12,2019-11,11
288,E,QU,8,179,0.04,1374.72,MJFG,OLCAE,FOHPDY BXQKHLYL,-,-,2019-07-24,2019-07,7
289,C,JO,4,273,0.01,1081.08,XWFN,CQKTJ,PYWWIF IVWSGGXI,f,-,2019-03-21,2019-03,3
290,G,DM,5,155,0.03,751.75,GHTF,APZDH,ENGULB ELUQRYTZ,m,-,2019-02-19,2019-02,2
291,M,NC,3,233,0.0,699.0,FSGZ,ERSQN,MQEDQO PSVGHHJJ,a,s,2019-07-19,2019-07,7
292,O,VR,8,188,0.04,1443.84,FIMW,TDGYQ,BRSLTA FSKUTGMN,-,-,2019-06-05,2019-06,6
293,T,OR,5,270,0.03,1309.5,CHXT,FYHSN,RWDKDK JOKEUMBY,-,-,2019-08-09,2019-08,8
294,F,IV,6,160,0.04,921.6,EPRY,IBGLN,KUFJTZ IVSNNOQI,m,-,2019-05-24,2019-05,5
295,G,YA,7,273,0.02,1872.78,JCFF,GCCSQ,EUHRTC OGPPGLYH,f,s,2019-09-27,2019-09,9
296,H,FM,9,187,0.04,1615.68,OICP,HYSYH,XMPLMX RMVHSTDC,m,s,2019-12-08,2019-12,12
297,X,SE,2,243,0.02,476.28,SYIT,JQZYS,XBWDZV RGLFNRKM,f,s,2019-03-11,2019-03,3
298,N,GD,9,161,0.0,1449.0,WQTH,WJWFT,LHAFLF WZRSRWPJ,a,-,2019-03-04,2019-03,3
299,P,AV,1,172,0.0,172.0,QFWF,HDOEL,WCPIPA HBPVOGGR,-,d,2019-04-03,2019-04,4
300,F,VJ,4,233,0.02,913.36,CCRF,WNQMU,DSWVKA TVNJHAGT,m,-,2019-12-14,2019-12,12
301,G,XR,6,275,0.0,1650.0,ZWFI,WGEIG,KPGZYP LLVUVJAR,m,c,2019-12-06,2019-12,12
302,X,CY,1,193,0.02,189.14,RPKF,NPTLZ,DLUHYG JJSDOMYO,m,c,2019-07-21,2019-07,7
303,I,NS,6,160,0.0,960.0,YIEC,RMEHK,YGCWYP ULCPNXYQ,m,c,2019-06-15,2019-06,6
304,F,JV,2,291,0.02,570.36,RYDE,NVEEI,JMPDXB ALRECPBW,a,s,2019-04-01,2019-04,4
305,R,WZ,2,203,0.0,406.0,IVOC,GDSLW,PYQCVN OLQCUIMS,-,-,2019-07-22,2019-07,7
306,T,YP,7,259,0.01,1794.87,RUTM,GLKZO,VYMVVS EWYFVWMA,a,c,2019-09-28,2019-09,9
307,A,EO,9,235,0.04,2030.4,ZLEO,RJNJL,VTQNFS HKBUTNLR,m,c,2019-12-10,2019-12,12
308,M,LR,2,208,0.0,416.0,FQOZ,AREUN,JOGXCH PSDQHGNL,m,c,2019-09-24,2019-09,9
309,C,NZ,3,241,0.04,694.08,YBKT,HDRJC,HJBAVJ SUQNICYF,f,s,2019-09-07,2019-09,9
310,L,SS,9,206,0.02,1816.92,WIWT,KHGQK,SKGDZW SDBYXXLT,a,-,2019-01-30,2019-01,1
311,T,DT,6,173,0.0,1038.0,XLXM,JFZLR,SMEBYB QMQLSWRI,a,c,2019-08-21,2019-08,8
312,U,JB,1,186,0.04,178.56,KEUU,BAAIU,HMATMZ UKXIGGDZ,f,s,2019-12-24,2019-12,12
313,Z,FY,5,235,0.0,1175.0,XRND,BDETO,CHJVYP TIHKTUAR,a,s,2019-02-27,2019-02,2
314,I,DI,5,254,0.04,1219.2,QYXH,VDPNS,PASOAQ CKFXACHA,a,d,2019-10-19,2019-10,10
315,S,CI,1,233,0.02,228.34,PVWG,PUBXC,KJUHFF OGKXCTHX,f,d,2019-01-21,2019-01,1
316,I,MT,8,157,0.01,1243.44,WMQR,EUGMB,DWTARN YGAAWZYT,f,d,2019-05-11,2019-05,5
317,U,FG,5,262,0.03,1270.7,ZIYF,BQTOU,ERMUZR QJYSHVVA,a,c,2019-12-16,2019-12,12
318,H,MM,9,181,0.03,1580.13,BOEB,GAGUN,ILJXOC EFTCAEPH,a,s,2019-01-03,2019-01,1
319,C,BY,6,156,0.01,926.64,XXBV,XARXN,ITXFYW UNLSUPGX,-,c,2019-10-31,2019-10,10
320,T,WR,1,170,0.04,163.2,DAFZ,HHKYD,PMSKYJ QBTFACCR,a,c,2019-06-23,2019-06,6
321,T,QX,8,293,0.04,2250.24,HNBX,MUNAU,ZRZNFV FEVOXOGT,-,d,2019-06-10,2019-06,6
322,T,QF,9,202,0.02,1781.64,LDHK,HQCSF,QWNUCW LTZWNKVR,f,s,2019-07-26,2019-07,7
323,Q,MY,9,296,0.03,2584.08,JIAW,RGMRB,DFSOYZ DUBSAHRH,m,d,2019-04-03,2019-04,4
324,B,JC,6,209,0.02,1228.92,IIQZ,TYJFD,RTNSYN NBSYXINH,a,c,2019-02-21,2019-02,2
325,A,WA,4,242,0.0,968.0,LTPV,XBRCO,IFOAQM QOCKWBMK,-,-,2019-11-27,2019-11,11
326,H,QD,1,226,0.04,216.96,QODW,JQYIS,YQPQJN VWLYTAWL,-,c,2019-07-27,2019-07,7
327,N,NH,8,281,0.04,2158.08,SJDZ,JYKTU,MURVRG WXCWVZYC,-,-,2019-03-13,2019-03,3
328,E,IB,9,195,0.03,1702.35,NDCU,BMGGA,HUJWKH WVDDLTOZ,a,-,2019-08-23,2019-08,8
329,K,SF,4,161,0.0,644.0,QYZG,IXKVP,HVYEZN WUZWEHMF,m,c,2019-08-11,2019-08,8
330,E,RU,7,168,0.02,1152.48,KSGH,KVGOW,LMPDUX HEWVZWOJ,a,s,2019-12-10,2019-12,12
331,N,IO,9,183,0.03,1597.59,EMUJ,FASPN,ZBKEGS TBVHBYOR,f,s,2019-10-20,2019-10,10
332,A,GE,1,184,0.01,182.16,KMDU,EUNWU,NJYDDH FWYKXFZV,-,-,2019-05-17,2019-05,5
333,F,MC,8,264,0.01,2090.88,RUOL,HPYWL,PPIMND ZMPXYELQ,f,-,2019-03-31,2019-03,3
334,Z,OJ,6,284,0.02,1669.92,TZFZ,VXNPD,XPRKQP AUNGOCEM,a,-,2019-02-03,2019-02,2
335,L,AX,9,181,0.0,1629.0,MBZY,FTCZV,TUQJTC AEDNXVLJ,a,d,2019-11-02,2019-11,11
336,B,VL,5,224,0.01,1108.8,BBVG,ISBVF,XRWOYI LUVTKPZY,a,-,2019-04-03,2019-04,4
337,D,JH,8,293,0.03,2273.68,SUDR,XNVWH,JGDKBN UTPDXEXY,f,-,2019-03-26,2019-03,3
338,K,KM,3,252,0.04,725.76,AAHI,VIAKK,LPWXBT BERXFKCJ,f,s,2019-01-20,2019-01,1
339,E,YK,3,157,0.01,466.29,FDLX,UAXAH,DSZGMW WOICHBTD,f,d,2019-11-24,2019-11,11
340,U,QA,5,183,0.01,905.85,APYI,VBUDI,GFGIMF SORVRSUQ,f,-,2019-02-20,2019-02,2
341,U,OS,3,235,0.0,705.0,RHTL,USFYW,GBXGKV WCYUDJXI,m,-,2019-10-04,2019-10,10
342,I,KA,5,241,0.03,1168.85,ZOTS,KKJFY,ZQOPEO PHPGIERB,f,s,2019-02-01,2019-02,2
343,O,VY,6,265,0.0,1590.0,RVYK,PAPBW,YURMJR WZJGKBNB,m,c,2019-08-07,2019-08,8
344,X,DJ,5,237,0.03,1149.45,YRTF,KMVDN,YCKPGI BEVFDYAJ,a,d,2019-06-30,2019-06,6
345,L,OF,2,152,0.03,294.88,WVUL,JKMSW,ECOBPJ UXLIFCCO,-,s,2019-06-19,2019-06,6
346,F,FJ,7,252,0.03,1711.08,GCNC,QFJRW,GYNNSQ UVZXDYEE,a,d,2019-10-31,2019-10,10
347,X,OL,4,152,0.03,589.76,BPDD,EGMWH,ITVWOD BIQVWCUD,-,-,2019-06-15,2019-06,6
348,S,HB,7,288,0.0,2016.0,LFGL,KWIIN,VEGISY YBTVKHKZ,a,c,2019-04-10,2019-04,4
349,H,KB,7,226,0.02,1550.36,CBKP,AFCGG,BGZKZG WWREQWBX,f,s,2019-12-13,2019-12,12
350,H,HR,9,192,0.02,1693.44,XTFA,DIBZN,EURVOU DDFRLNEC,a,s,2019-07-05,2019-07,7
351,M,QT,1,219,0.02,214.62,WUBP,INLPE,JKEFWB IPUOAETP,m,c,2019-03-15,2019-03,3
352,Z,KK,8,256,0.04,1966.08,ZYLY,LPKBK,ZADYIQ UJWEPIBB,m,d,2019-06-21,2019-06,6
353,J,YX,7,235,0.04,1579.2,CAOM,ITENY,OOFCSN KPFEIHSX,m,-,2019-06-30,2019-06,6
354,N,RS,4,289,0.0,1156.0,YUAL,SQPTJ,GIZEPA CHRBJSZL,-,d,2019-10-11,2019-10,10
355,I,TN,8,289,0.0,2312.0,AQDO,EQOKG,DHIDHW QXQFPGXL,m,-,2019-06-22,2019-06,6
356,C,NF,4,296,0.03,1148.48,ZKTV,EQDMF,QRKBNH ZVGMWJQD,-,d,2019-08-13,2019-08,8
357,L,MX,4,200,0.03,776.0,CGRD,JLREY,RGEWIK FVHABKRK,a,c,2019-09-23,2019-09,9
358,K,GY,3,194,0.03,564.54,NMOP,OEXRF,KSASOM ERHBWCAJ,a,-,2019-01-02,2019-01,1
359,D,YJ,5,274,0.01,1356.3,KPYX,AYVBI,OJUQXG XIIVZJSV,-,d,2019-06-08,2019-06,6
360,H,BN,7,239,0.02,1639.54,XCLM,EWDBI,RHNMOO CKKSDEQD,m,s,2019-06-24,2019-06,6
361,R,VS,5,256,0.0,1280.0,NFOD,CJBQD,UZBDNG FOTIVTLN,m,s,2019-09-29,2019-09,9
362,C,RW,2,196,0.0,392.0,XBSM,CSVUH,HZUPBT UDBMPGQK,m,c,2019-09-24,2019-09,9
363,S,CD,6,288,0.03,1676.16,SPWF,WBMHQ,JIJBRB ETSLYGLM,a,s,2019-07-09,2019-07,7
364,O,ZG,1,267,0.04,256.32,ZBSG,ISDPO,EWILFT QTDHDTEE,m,s,2019-10-09,2019-10,10
365,L,RC,4,209,0.0,836.0,KBDQ,UWLVJ,GPVLAT WVHDJMVD,f,d,2019-01-12,2019-01,1
366,G,ID,6,274,0.03,1594.68,NUVW,MMDRU,NUZIEC IHZOMKJK,-,c,2019-04-06,2019-04,4
367,G,TQ,3,278,0.04,800.64,ZJZH,YDTFO,IISEVS ZHVWPKXF,a,s,2019-03-07,2019-03,3
368,B,KM,3,274,0.01,813.78,NDHE,MPYXV,MJULDZ TAPLZWCM,m,s,2019-09-26,2019-09,9
369,C,IQ,2,234,0.01,463.32,OOMK,VJAYB,DTJHBT NXRITUOQ,f,s,2019-02-12,2019-02,2
370,F,FK,9,285,0.02,2513.7,DJAQ,VTAME,OBEHEV SUJTSSDI,f,d,2019-08-21,2019-08,8
371,B,DE,7,256,0.01,1774.08,XHLG,TMMCZ,PHEAOF RCZLBZHA,m,d,2019-11-21,2019-11,11
372,F,IH,2,197,0.03,382.18,IUUJ,PCTAS,XSXBDB JUBRJODI,a,d,2019-06-25,2019-06,6
373,M,VA,5,249,0.01,1232.55,JSIF,DJCDV,PZBKIQ YAVJUYHW,a,c,2019-11-14,2019-11,11
374,T,AS,1,238,0.03,230.86,JTDY,HSRTJ,MUGIMZ HBTSDEAW,-,c,2019-10-16,2019-10,10
375,L,TS,1,240,0.02,235.2,XHCO,XVANG,EYGTWS KRVESVQS,-,s,2019-04-26,2019-04,4
376,P,XY,9,211,0.04,1823.04,FNEE,HZYOC,WRLDRY EJXQCRQY,a,s,2019-02-07,2019-02,2
377,U,GV,2,287,0.04,551.04,KSFF,VZAAK,MPGZBC AMOJLIIR,m,d,2019-03-01,2019-03,3
378,L,WJ,5,197,0.0,985.0,JWEZ,DYDHE,LDYBSA CFMOSKFQ,f,s,2019-03-23,2019-03,3
379,E,TR,6,253,0.04,1457.28,XQRN,OGMPT,CDKLZE PFUKCDBS,f,s,2019-06-02,2019-06,6
380,R,DY,1,285,0.01,282.15,FIHR,WMZKK,QQJECP TSTUGEBP,m,-,2019-05-25,2019-05,5
381,P,DK,1,242,0.0,242.0,FDLY,BIAQS,FNSEDC WCSQLEJK,f,d,2019-05-27,2019-05,5
382,J,QM,3,214,0.02,629.16,ZMSB,PHSQZ,EBTRAR OVAGMOXL,-,c,2019-09-20,2019-09,9
383,A,LS,4,182,0.02,713.44,TUSR,YZHWL,XIDXNM KAGGHRHW,a,-,2019-06-26,2019-06,6
384,R,XD,1,261,0.0,261.0,FWNO,DKCAX,KMQRGZ FGGRZVYV,f,d,2019-03-25,2019-03,3
385,L,WY,4,187,0.02,733.04,SOIN,LJOKM,RQBDBU HGROBTZC,-,-,2019-12-27,2019-12,12
386,R,SU,1,206,0.01,203.94,ZNUF,TNASU,PECTQW MYAYRNBA,a,d,2019-03-21,2019-03,3
387,K,WY,5,206,0.0,1030.0,QXID,DRMED,KWGYGN KQUXVFUL,a,c,2019-05-05,2019-05,5
388,O,WT,4,252,0.04,967.68,OIKX,LJIGB,CFIUXL CVXYWODW,f,-,2019-07-08,2019-07,7
389,H,RU,7,210,0.04,1411.2,VUGS,LKTHG,PIWGAT DYHQGBYT,a,c,2019-04-13,2019-04,4
390,D,VB,2,154,0.0,308.0,JRLH,RTPNE,YRINNS OUYIWNIX,m,d,2019-11-23,2019-11,11
391,X,RI,1,299,0.01,296.01,XYWT,TOKRQ,JMSFAB BHGPYIIA,a,d,2019-03-03,2019-03,3
392,Z,DG,1,220,0.03,213.4,UKII,UUAOP,TANQDX EDXGVYVL,-,d,2019-08-10,2019-08,8
393,Y,YO,4,290,0.0,1160.0,ERZN,PJOIO,RLTVDH ZCKFEUYF,a,d,2019-05-20,2019-05,5
394,Z,CD,6,272,0.04,1566.72,DBMO,VQEVR,RYXJPU JVBKHPYM,-,s,2019-12-21,2019-12,12
395,L,IZ,2,178,0.04,341.76,FGQB,ERTWQ,VECRML GSWCSLGI,m,s,2019-05-14,2019-05,5
396,D,BS,4,156,0.0,624.0,JPHM,EUKAF,JFAZZK KGLXTIQC,-,s,2019-04-22,2019-04,4
397,K,BZ,6,208,0.01,1235.52,UVNT,TIVDX,LDLLIH LHZELMEF,m,c,2019-06-06,2019-06,6
398,X,NL,1,210,0.03,203.7,IMES,IYPBO,RMFOGZ FRUMZJUZ,f,c,2019-09-07,2019-09,9
399,A,OZ,7,221,0.0,1547.0,ETIW,FCCIT,AAUGGX DPIUULUW,f,-,2019-12-24,2019-12,12
400,D,UA,9,152,0.04,1313.28,CMMA,QCUXI,MRRYOS KVOODORD,m,c,2019-05-12,2019-05,5
401,O,UX,4,274,0.03,1063.12,KQVX,ECAHP,YHCHIL ZETCDMMV,f,s,2019-06-29,2019-06,6
402,N,OB,9,155,0.04,1339.2,OCGR,YCTPQ,GFEPOP VTBJCGNV,f,-,2019-11-09,2019-11,11
403,R,YG,7,237,0.01,1642.41,SGUZ,UHOXO,VYRTXQ COEJRDDF,f,-,2019-07-10,2019-07,7
404,T,OL,7,261,0.0,1827.0,AUNX,GCDPA,BIOKPR DPLBLFSP,-,c,2019-04-05,2019-04,4
405,F,NT,1,230,0.0,230.0,GJAR,LDEYE,FVOMDG JRQPNVAI,m,d,2019-06-05,2019-06,6
406,R,HJ,8,244,0.04,1873.92,XTKX,MNQAU,LCMOFW KUUSIGNO,m,c,2019-08-25,2019-08,8
407,D,BK,2,151,0.0,302.0,TLRH,CXPUZ,WKXDDF LHDMLHAX,f,d,2019-09-03,2019-09,9
408,J,ZI,7,171,0.0,1197.0,KENB,HBOEL,CGKVFZ BWUFFDZZ,a,c,2019-07-31,2019-07,7
409,O,LO,8,286,0.04,2196.48,LIEB,OPWJE,YWYDIM QPQZXDWU,m,d,2019-01-26,2019-01,1
410,P,XD,6,193,0.0,1158.0,CXXH,CMAVE,VUPDOR IUXWAWVB,-,-,2019-04-15,2019-04,4
411,V,QD,4,277,0.01,1096.92,MVVR,OTAYV,WFAYNI SVLMBQPQ,f,c,2019-07-19,2019-07,7
412,L,BO,6,206,0.02,1211.28,HHDN,WPLFA,CMAAZD CSPNHZLZ,a,s,2019-08-30,2019-08,8
413,S,CO,4,250,0.02,980.0,BSXK,MTTVE,BZQRXV YCNWUVYY,f,c,2019-01-28,2019-01,1
414,H,ZG,2,223,0.01,441.54,AUGA,AVBHN,GXHVIR TEBUJQXQ,m,d,2019-10-03,2019-10,10
415,E,ZD,7,246,0.01,1704.78,TXKM,IDKKD,GYBZTG UUPXEXCA,f,s,2019-06-06,2019-06,6
416,L,SZ,3,162,0.02,476.28,DAKN,UHAYW,QSRGYT XQICHBLI,a,s,2019-07-07,2019-07,7
417,J,JC,4,175,0.02,686.0,IPMC,JWOJC,DYYINX NOEUBVPW,m,s,2019-11-28,2019-11,11
418,N,TO,4,258,0.0,1032.0,YGSW,WFKVV,SPWQDK FVTACXZP,m,-,2019-12-08,2019-12,12
419,D,BL,3,224,0.01,665.28,TPHB,LDDXT,HTMHTP LVPHXFSO,-,s,2019-09-05,2019-09,9
420,Q,XG,2,262,0.02,513.52,KDVE,NIXUZ,JFLURF CSLQOAWT,-,c,2019-12-24,2019-12,12
421,D,RE,3,224,0.0,672.0,YEUR,UTORE,MXHOTZ STQVQSTR,f,-,2019-10-31,2019-10,10
422,W,YG,4,290,0.02,1136.8,BPSP,NVWWH,AWLBUR DQPSZYNN,f,c,2019-04-02,2019-04,4
423,X,PN,7,201,0.03,1364.79,SVGT,UTKJK,ODQTZY CBBVBLPT,a,-,2019-07-30,2019-07,7
424,B,OS,3,240,0.04,691.2,ORRA,GQTLR,QWLJBK XXNBTUOP,f,-,2019-10-24,2019-10,10
425,E,KC,2,204,0.03,395.76,FVPF,LBXCR,AQEZUS DSZUUVDK,f,-,2019-04-17,2019-04,4
426,M,BC,2,226,0.02,442.96,VDIM,PMKMZ,LIQHXA OYGUBYOC,a,d,2019-02-10,2019-02,2
427,F,VR,9,290,0.03,2531.7,NFTG,PDESP,WXBBVR GHCFXNAP,m,c,2019-01-07,2019-01,1
428,E,PW,1,281,0.02,275.38,UJEA,MOZJQ,JROTCS POWVGOTI,-,s,2019-03-05,2019-03,3
429,C,YE,5,245,0.02,1200.5,XHEW,YUAOZ,ZKLUDQ DGEZZCIB,f,-,2019-04-08,2019-04,4
430,B,FU,7,183,0.0,1281.0,RLCE,GIUVX,UZSHGS AJTEWPCV,f,d,2019-10-17,2019-10,10
431,W,HD,7,252,0.01,1746.36,JACO,MXSWL,CWYHLW VVFVTPSP,a,-,2019-09-07,2019-09,9
432,E,JZ,1,213,0.02,208.74,OGYK,UGRXD,DPYUSG ZFZYMHKS,-,c,2019-05-08,2019-05,5
433,L,PV,5,196,0.0,980.0,KHRK,QMYTF,EXTABG AVDTUNOT,f,s,2019-06-05,2019-06,6
